pitch_type,prev_vel,prev_zone,prev_type,stand,balls,strikes,runner,outs_when_up,inning,run_diff
4-Seam Fastball,91.5,6,S,R,1,2,1,2,8,4
Slider,91.6,12,S,R,1,2,1,2,8,4
2-Seam Fastball,83.3,14,S,L,0,0,0,0,9,4
2-Seam Fastball,92,11,B,L,1,0,0,0,9,4
2-Seam Fastball,90.9,13,B,L,2,0,0,0,9,4
2-Seam Fastball,91.3,9,S,L,2,1,0,0,9,4
2-Seam Fastball,91.3,4,X,R,0,0,0,0,1,0
Slider,93.4,3,S,R,0,1,0,0,1,0
2-Seam Fastball,83.8,14,B,R,1,1,0,0,1,0
Slider,93.4,6,S,R,1,2,0,0,1,0
Slider,84.7,14,B,R,2,2,0,0,1,0
2-Seam Fastball,85.4,6,X,R,0,0,0,1,1,0
Cutter,93.5,14,S,R,0,1,0,1,1,0
Slider,91.7,14,B,R,1,1,0,1,1,0
4-Seam Fastball,88,5,S,R,1,2,0,1,1,0
Slider,95,3,X,R,0,0,0,2,1,0
Cutter,86,14,B,R,1,0,0,2,1,0
Cutter,92.5,14,S,R,1,1,0,2,1,0
Slider,91.9,14,S,R,1,2,0,2,1,0
Cutter,86.4,14,B,R,2,2,0,2,1,0
Slider,91.2,9,S,R,2,2,0,2,1,0
Cutter,88.4,14,S,R,0,0,0,0,2,1
Cutter,91.5,12,B,R,1,0,0,0,2,1
Slider,91.8,14,S,R,1,1,0,0,2,1
Slider,85.5,14,S,R,1,2,0,0,2,1
Slider,87.1,14,S,L,0,0,0,1,2,1
2-Seam Fastball,84.5,11,B,L,1,0,0,1,2,1
2-Seam Fastball,93.2,8,X,R,0,0,0,2,2,1
2-Seam Fastball,93.2,7,S,R,0,1,0,2,2,1
Slider,93.4,4,S,R,0,2,0,2,2,1
2-Seam Fastball,88.2,14,S,L,0,0,0,0,3,1
Cutter,92.4,11,S,L,0,1,0,0,3,1
Changeup,91.1,12,B,L,1,1,0,0,3,1
2-Seam Fastball,86.7,13,B,L,2,1,0,0,3,1
2-Seam Fastball,93.6,7,S,L,2,2,0,0,3,1
Slider,93.9,13,X,R,0,0,0,1,3,1
Changeup,85.5,14,S,R,0,1,0,1,3,1
2-Seam Fastball,88.1,9,B,R,1,1,0,1,3,1
Slider,93.8,14,S,R,1,2,0,1,3,1
Slider,84.8,14,B,R,2,2,0,1,3,1
Cutter,87.2,5,X,R,0,0,0,2,3,1
Slider,91.2,9,S,R,0,1,0,2,3,1
Slider,87.8,14,B,R,1,1,0,2,3,1
Slider,85.6,8,S,R,1,2,0,2,3,1
Slider,86.8,14,X,R,0,0,0,0,4,2
2-Seam Fastball,84.2,3,S,R,0,1,0,0,4,2
Cutter,92.7,13,B,R,1,1,0,0,4,2
Cutter,91.5,6,X,R,0,0,1,0,4,2
Slider,92.1,12,S,R,0,1,1,0,4,2
2-Seam Fastball,86.5,7,B,R,1,1,1,0,4,2
Slider,93.6,14,B,R,2,1,1,0,4,2
Cutter,88.5,14,X,R,0,0,1,1,4,2
2-Seam Fastball,92.3,14,S,R,0,1,1,1,4,2
Cutter,93.7,8,X,R,0,0,1,2,4,2
Slider,92.1,14,B,R,1,0,1,2,4,2
Slider,87.2,14,S,R,1,1,1,2,4,2
Cutter,87.1,14,B,R,2,1,1,2,4,2
Slider,92.7,14,B,R,3,1,1,2,4,2
Slider,86.1,9,S,R,3,2,1,2,4,2
2-Seam Fastball,87.2,14,S,L,0,0,0,0,5,2
Cutter,93.2,14,B,L,1,0,0,0,5,2
Changeup,91.7,3,S,L,1,1,0,0,5,2
Cutter,85.9,13,B,L,2,1,0,0,5,2
2-Seam Fastball,91.5,12,B,L,3,1,0,0,5,2
2-Seam Fastball,92.7,11,B,R,0,0,1,0,5,2
Cutter,92.8,7,S,R,0,1,1,0,5,2
2-Seam Fastball,91.5,14,B,R,1,1,1,0,5,2
2-Seam Fastball,92.4,13,S,R,1,2,1,0,5,2
2-Seam Fastball,93,13,S,L,0,0,1,1,5,2
2-Seam Fastball,93.7,13,S,L,0,1,1,1,5,2
2-Seam Fastball,93.3,7,X,R,0,0,1,2,5,2
2-Seam Fastball,92.9,9,B,R,1,0,1,2,5,2
Cutter,93.1,14,B,R,2,0,1,2,5,2
Slider,91.7,14,B,R,3,0,1,2,5,2
Slider,85,6,S,R,3,1,1,2,5,2
Slider,84.8,2,S,R,3,2,1,2,5,2
Slider,84.5,5,X,R,0,0,0,0,6,2
Slider,84.5,5,S,R,0,1,0,0,6,2
Slider,84.7,14,S,R,0,2,0,0,6,2
Slider,85.8,12,B,R,1,2,0,0,6,2
2-Seam Fastball,83.2,14,B,R,2,2,0,0,6,2
2-Seam Fastball,91.9,7,X,R,0,0,0,1,6,2
Changeup,93,11,B,R,1,0,0,1,6,2
2-Seam Fastball,84.7,14,B,R,2,0,0,1,6,2
2-Seam Fastball,92.6,11,B,R,3,0,0,1,6,2
Slider,91.7,13,B,R,0,0,1,1,6,2
Cutter,87.1,9,S,R,0,1,1,1,6,2
Slider,90.5,12,S,R,0,2,1,1,6,2
Cutter,86.8,14,S,R,0,0,1,2,6,2
2-Seam Fastball,91.8,14,B,R,1,0,1,2,6,2
Cutter,92.2,5,S,R,1,1,1,2,6,2
Slider,90.1,2,X,R,0,0,0,0,7,2
Slider,85,8,S,R,0,1,0,0,7,2
Slider,86.3,14,S,R,0,2,0,0,7,2
2-Seam Fastball,87.2,14,S,L,0,0,0,1,7,2
2-Seam Fastball,92.9,13,B,L,1,0,0,1,7,2
Slider,92.3,11,B,L,2,0,0,1,7,2
2-Seam Fastball,84.5,13,B,L,3,0,0,1,7,2
Slider,92.3,5,S,L,3,1,0,1,7,2
2-Seam Fastball,85.2,7,S,L,3,2,0,1,7,2
Slider,91.6,8,S,L,3,2,0,1,7,2
Slider,83.7,5,X,R,0,0,0,2,7,2
2-Seam Fastball,85.9,6,S,R,0,1,0,2,7,2
2-Seam Fastball,93,4,X,L,0,0,0,0,1,0
2-Seam Fastball,93.1,11,B,L,1,0,0,0,1,0
2-Seam Fastball,91.8,11,S,L,1,1,0,0,1,0
2-Seam Fastball,92.8,14,B,L,2,1,0,0,1,0
2-Seam Fastball,93.9,8,X,R,0,0,1,0,1,0
Slider,93.7,4,S,R,0,1,1,0,1,0
Slider,85.8,14,B,R,1,1,1,0,1,0
Slider,85.6,9,S,R,1,2,1,0,1,0
Slider,86.9,14,B,R,2,2,1,0,1,0
2-Seam Fastball,85.8,14,S,R,2,2,1,0,1,0
Slider,92.7,13,B,R,3,2,1,0,1,0
2-Seam Fastball,85.6,14,S,R,3,2,1,0,1,0
Slider,93.3,6,X,L,0,0,1,0,1,0
2-Seam Fastball,83.1,7,S,L,0,1,1,0,1,0
Slider,92.6,13,B,L,1,1,1,0,1,0
Cutter,83.8,13,S,L,1,2,1,0,1,0
Slider,90.5,11,B,L,2,2,1,0,1,0
2-Seam Fastball,83.5,7,S,R,0,0,1,1,1,0
2-Seam Fastball,93.3,9,B,R,1,0,1,1,1,0
Slider,93,4,X,R,0,0,1,1,1,0
Slider,85.6,2,S,R,0,1,1,1,1,0
2-Seam Fastball,84.2,5,X,L,0,0,1,2,1,-1
2-Seam Fastball,92.9,8,S,L,0,1,1,2,1,-1
Slider,93.3,8,S,L,0,2,1,2,1,-1
2-Seam Fastball,87.3,13,S,R,0,0,0,0,2,-1
2-Seam Fastball,92.9,12,B,R,1,0,0,0,2,-1
Slider,92.1,8,B,R,2,0,0,0,2,-1
2-Seam Fastball,84,14,S,R,2,1,0,0,2,-1
2-Seam Fastball,93.1,14,B,R,3,1,0,0,2,-1
Slider,92.8,5,S,R,3,2,0,0,2,-1
Slider,84.1,5,X,L,0,0,0,1,2,-1
Slider,84.4,9,B,L,1,0,0,1,2,-1
Cutter,84.1,4,S,L,1,1,0,1,2,-1
2-Seam Fastball,91,3,S,L,1,2,0,1,2,-1
Slider,93,6,S,L,1,2,0,1,2,-1
Slider,87.6,14,S,L,1,2,0,1,2,-1
2-Seam Fastball,84.6,13,B,L,2,2,0,1,2,-1
Cutter,93.2,4,X,R,0,0,1,1,2,-1
Slider,90.4,5,S,R,0,1,1,1,2,-1
2-Seam Fastball,86.4,9,S,R,0,2,1,1,2,-1
Slider,91.9,4,S,R,0,2,1,1,2,-1
Cutter,85,14,X,L,0,0,1,2,2,-1
2-Seam Fastball,89.7,6,S,L,0,1,1,2,2,-1
Cutter,92.1,13,B,L,1,1,1,2,2,-1
Slider,90.2,6,S,L,1,2,1,2,2,-1
Cutter,88.5,5,X,R,0,0,0,0,3,-1
4-Seam Fastball,90.4,12,S,R,0,1,0,0,3,-1
4-Seam Fastball,92.4,3,S,R,0,2,0,0,3,-1
Slider,92.6,12,B,R,1,2,0,0,3,-1
Cutter,86.2,14,B,R,2,2,0,0,3,-1
Slider,91.7,14,X,L,0,0,0,1,3,-1
2-Seam Fastball,84.4,14,B,L,1,0,0,1,3,-1
Slider,93.2,14,B,L,2,0,0,1,3,-1
Slider,82.4,1,S,L,2,1,0,1,3,-1
Slider,85.8,1,S,L,2,2,0,1,3,-1
Slider,86.1,14,B,L,3,2,0,1,3,-1
Cutter,87.8,14,S,R,0,0,0,2,3,-1
Slider,92.6,14,B,R,1,0,0,2,3,-1
Cutter,86.9,14,S,R,1,1,0,2,3,-1
2-Seam Fastball,91.2,14,B,R,2,1,0,2,3,-1
Slider,93.5,8,X,R,0,0,1,2,3,-1
2-Seam Fastball,86.3,14,B,R,1,0,1,2,3,-1
2-Seam Fastball,93.7,13,S,R,1,1,1,2,3,-1
Slider,92.8,8,S,R,1,2,1,2,3,-1
Slider,88.5,14,B,R,2,2,1,2,3,-1
Slider,86.8,14,X,L,0,0,0,0,4,-1
Changeup,85.7,7,S,L,0,1,0,0,4,-1
2-Seam Fastball,86.9,11,B,L,1,1,0,0,4,-1
Slider,93.3,11,S,L,1,2,0,0,4,-1
2-Seam Fastball,85.8,14,S,R,0,0,1,0,4,-1
2-Seam Fastball,93.1,7,S,R,0,1,1,0,4,-1
Slider,93.3,8,X,L,0,0,1,0,4,-1
2-Seam Fastball,86.2,13,B,L,1,0,1,0,4,-1
Cutter,92.6,13,B,L,2,0,1,0,4,-1
2-Seam Fastball,91,2,S,L,2,1,1,0,4,-1
2-Seam Fastball,93.4,14,B,L,3,1,1,0,4,-1
2-Seam Fastball,92.8,6,S,L,3,2,1,0,4,-1
2-Seam Fastball,92.9,14,B,R,0,0,1,0,4,-1
2-Seam Fastball,93.1,7,S,R,0,1,1,0,4,-1
Slider,93.1,7,S,R,0,2,1,0,4,-1
Slider,87.8,9,S,R,0,2,1,0,4,-1
Cutter,86.5,9,X,L,0,0,1,1,4,-1
2-Seam Fastball,91.7,12,B,L,1,0,1,1,4,-1
2-Seam Fastball,93.1,8,S,L,1,1,1,1,4,-1
2-Seam Fastball,92.1,14,B,L,2,1,1,1,4,-1
2-Seam Fastball,93.1,11,B,L,3,1,1,1,4,-1
2-Seam Fastball,93.1,4,S,L,3,2,1,1,4,-1
Slider,91.8,11,B,R,0,0,1,1,4,-2
Slider,87.4,13,B,R,1,0,1,1,4,-2
Cutter,87,1,B,R,2,0,1,1,4,-2
2-Seam Fastball,89.7,5,S,R,2,1,1,1,4,-2
2-Seam Fastball,91.3,8,X,L,0,0,0,0,1,0
2-Seam Fastball,93.2,4,X,L,0,0,0,1,1,0
Cutter,92.7,7,S,L,0,1,0,1,1,0
2-Seam Fastball,90.6,2,X,R,0,0,1,1,1,0
Cutter,92.9,11,B,R,1,0,1,1,1,0
Slider,91.4,5,S,R,1,1,1,1,1,0
Cutter,86.7,9,X,L,0,0,1,1,1,0
2-Seam Fastball,91.4,2,S,L,0,1,1,1,1,0
Cutter,93.1,11,B,L,1,1,1,1,1,0
2-Seam Fastball,87.9,5,X,R,0,0,1,2,1,-1
4-Seam Fastball,92,7,S,R,0,1,1,2,1,-1
Slider,93.8,11,B,R,1,1,1,2,1,-1
2-Seam Fastball,86,14,B,R,2,1,1,2,1,-1
Slider,92.5,6,S,R,2,2,1,2,1,-1
Slider,85.2,4,S,R,2,2,1,2,1,-1
2-Seam Fastball,84.9,9,S,R,2,2,1,2,1,-1
4-Seam Fastball,92.4,7,S,R,2,2,1,2,1,-1
Cutter,93.3,11,S,R,2,2,1,2,1,-1
Slider,90.7,14,B,R,3,2,1,2,1,-1
Slider,83.6,14,S,L,0,0,0,0,2,-1
Slider,82.2,11,S,L,0,1,0,0,2,-1
Slider,82.9,13,S,L,0,2,0,0,2,-1
Cutter,87.5,14,B,L,1,2,0,0,2,-1
Slider,90.7,12,S,L,1,2,0,0,2,-1
Slider,86,14,S,R,0,0,0,1,2,-1
2-Seam Fastball,82.2,11,B,R,1,0,0,1,2,-1
Slider,92.6,13,B,R,2,0,0,1,2,-1
2-Seam Fastball,83.7,5,S,R,2,1,0,1,2,-1
Slider,92.9,14,S,R,2,2,0,1,2,-1
Slider,86.4,3,S,R,2,2,0,1,2,-1
Slider,87,14,B,R,3,2,0,1,2,-1
Cutter,85.4,6,X,L,0,0,1,1,2,-1
2-Seam Fastball,90.3,9,X,R,0,0,0,1,2,-3
2-Seam Fastball,90.2,11,B,R,1,0,0,1,2,-3
2-Seam Fastball,91.4,8,X,L,0,0,1,1,2,-3
Slider,92,8,X,L,0,0,1,2,2,-3
Slider,84.7,14,B,L,0,0,0,0,3,-3
4-Seam Fastball,83.6,8,X,R,0,0,0,1,3,-3
2-Seam Fastball,93,9,S,R,0,1,0,1,3,-3
2-Seam Fastball,92.3,14,B,R,1,1,0,1,3,-3
2-Seam Fastball,92.8,9,X,L,0,0,1,1,3,-3
2-Seam Fastball,93.1,8,X,R,0,0,1,2,3,-3
Slider,92.8,4,X,L,0,0,0,0,4,-3
2-Seam Fastball,86.1,13,B,L,1,0,0,0,4,-3
Slider,92.5,14,B,L,2,0,0,0,4,-3
2-Seam Fastball,83,11,B,L,3,0,0,0,4,-3
2-Seam Fastball,92.6,13,B,R,0,0,1,0,4,-3
Slider,91.8,11,X,L,0,0,1,0,4,-3
Slider,85.6,11,B,L,1,0,1,0,4,-3
2-Seam Fastball,86.6,13,B,L,2,0,1,0,4,-3
2-Seam Fastball,92.1,13,S,L,2,1,1,0,4,-3
Slider,92.2,8,X,R,0,0,1,1,4,-4
2-Seam Fastball,85.2,5,X,L,0,0,1,1,4,-5
Slider,92.1,7,S,L,0,1,1,1,4,-5
Slider,84.8,11,S,L,0,2,1,1,4,-5
Slider,84.7,13,B,L,1,2,1,1,4,-5
2-Seam Fastball,84.7,11,S,L,1,2,1,1,4,-5
4-Seam Fastball,92.3,6,X,L,0,0,0,0,5,-5
Slider,91.4,11,B,L,1,0,0,0,5,-5
2-Seam Fastball,81.4,13,B,L,2,0,0,0,5,-5
Slider,90.7,8,S,L,2,1,0,0,5,-5
Slider,83.8,8,S,L,2,2,0,0,5,-5
2-Seam Fastball,84.6,13,B,L,3,2,0,0,5,-5
Cutter,92.2,14,B,R,0,0,1,0,5,-5
Changeup,90.5,5,S,R,0,1,1,0,5,-5
Changeup,85.7,14,B,R,1,1,1,0,5,-5
Changeup,86.2,14,X,L,0,0,0,2,5,-5
Changeup,85.7,13,S,L,0,1,0,2,5,-5
4-Seam Fastball,82.9,8,S,L,0,2,0,2,5,-5
Slider,92.6,11,B,L,1,2,0,2,5,-5
Slider,83.8,13,B,L,2,2,0,2,5,-5
4-Seam Fastball,83.3,4,X,L,0,0,0,0,1,0
Slider,92.7,11,B,L,1,0,0,0,1,0
Changeup,84,8,X,L,0,0,0,1,1,0
Cutter,85.1,8,S,L,0,1,0,1,1,0
4-Seam Fastball,91.2,14,S,L,0,2,0,1,1,0
Slider,93.3,11,B,L,1,2,0,1,1,0
Changeup,86.5,14,B,L,2,2,0,1,1,0
Cutter,84.5,13,B,L,3,2,0,1,1,0
2-Seam Fastball,91.9,6,X,R,0,0,0,2,1,0
4-Seam Fastball,93.1,7,S,R,0,1,0,2,1,0
Slider,93.3,11,S,R,0,2,0,2,1,0
2-Seam Fastball,87.9,9,X,L,0,0,0,0,2,0
4-Seam Fastball,92.1,13,X,R,0,0,0,1,2,0
2-Seam Fastball,92.2,11,B,R,1,0,0,1,2,0
2-Seam Fastball,92.4,4,X,L,0,0,1,1,2,0
Changeup,92.3,4,S,L,0,1,1,1,2,0
4-Seam Fastball,85.2,14,B,L,1,1,1,1,2,0
2-Seam Fastball,91.4,14,S,L,1,2,1,1,2,0
Cutter,93.4,14,B,L,2,2,1,1,2,0
2-Seam Fastball,90.6,12,S,R,0,0,1,2,2,0
Slider,92.8,4,S,R,0,1,1,2,2,0
Slider,86,14,S,R,0,2,1,2,2,0
Slider,87.7,14,S,L,0,0,0,0,3,0
Cutter,83.1,11,B,L,1,0,0,0,3,0
2-Seam Fastball,90.5,8,S,L,1,1,0,0,3,0
Changeup,91.9,7,X,L,0,0,0,1,3,0
4-Seam Fastball,86.4,14,B,L,1,0,0,1,3,0
4-Seam Fastball,93.1,1,S,L,1,1,0,1,3,0
2-Seam Fastball,93,2,X,L,0,0,0,1,3,-1
Slider,92.1,14,X,L,0,0,1,1,3,-1
Cutter,85.8,13,S,L,0,1,1,1,3,-1
Slider,91,2,S,L,0,2,1,1,3,-1
Slider,86.5,13,B,L,1,2,1,1,3,-1
Slider,86.2,4,X,R,0,0,1,1,3,-2
2-Seam Fastball,86.3,14,S,R,0,1,1,1,3,-2
2-Seam Fastball,92.2,13,X,L,0,0,0,0,4,-2
Changeup,90.7,11,S,L,0,1,0,0,4,-2
Cutter,83.6,13,B,L,1,1,0,0,4,-2
Cutter,89,12,B,L,2,1,0,0,4,-2
2-Seam Fastball,89.9,14,B,L,3,1,0,0,4,-2
Slider,90.3,4,X,R,0,0,0,1,4,-2
Slider,85.8,14,B,R,1,0,0,1,4,-2
Slider,84,1,S,R,1,1,0,1,4,-2
Slider,87,14,X,L,0,0,0,2,4,-2
2-Seam Fastball,83.8,8,X,R,0,0,1,2,4,-2
2-Seam Fastball,93.2,14,B,R,1,0,1,2,4,-2
Slider,92.6,13,B,R,2,0,1,2,4,-2
Slider,85.7,14,S,R,2,1,1,2,4,-2
Slider,86.7,14,B,R,3,1,1,2,4,-2
Slider,87.4,14,S,R,3,2,1,2,4,-2
2-Seam Fastball,87.5,14,S,L,0,0,0,0,5,-2
Cutter,92.4,13,B,L,1,0,0,0,5,-2
Slider,90.9,12,X,L,0,0,0,1,5,-2
Slider,85.5,6,B,L,1,0,0,1,5,-2
2-Seam Fastball,84.4,1,S,L,1,1,0,1,5,-2
2-Seam Fastball,92.8,7,S,L,1,2,0,1,5,-2
Slider,92.7,13,S,L,1,2,0,1,5,-2
Changeup,85.5,5,X,L,0,0,0,2,5,-2
Changeup,87.6,14,B,L,1,0,0,2,5,-2
Cutter,87.3,14,B,L,2,0,0,2,5,-2
2-Seam Fastball,92.1,6,X,L,0,0,1,2,5,-2
Slider,93.3,4,S,L,0,1,1,2,5,-2
Slider,87.1,11,B,L,0,0,0,0,6,-2
Cutter,84.8,8,S,L,0,1,0,0,6,-2
Slider,90.3,12,B,L,1,1,0,0,6,-2
2-Seam Fastball,84.6,7,S,L,1,2,0,0,6,-2
2-Seam Fastball,92.7,14,B,L,2,2,0,0,6,-2
Changeup,92.7,13,S,L,2,2,0,0,6,-2
2-Seam Fastball,86.2,7,X,R,0,0,0,1,6,-2
Slider,92.5,11,B,R,1,0,0,1,6,-2
Slider,86.6,4,S,R,1,1,0,1,6,-2
Slider,85.2,9,S,R,1,2,0,1,6,-2
2-Seam Fastball,85.7,9,S,L,0,0,0,2,6,-2
2-Seam Fastball,93.3,13,B,L,1,0,0,2,6,-2
Slider,92.8,11,B,L,2,0,0,2,6,-2
Slider,85.6,2,S,L,2,1,0,2,6,-2
Slider,83.9,11,B,L,3,1,0,2,6,-2
2-Seam Fastball,83.1,1,S,L,3,2,0,2,6,-2
Slider,93,8,S,L,3,2,0,2,6,-2
2-Seam Fastball,85,6,X,R,0,0,0,0,7,-2
2-Seam Fastball,92.1,5,S,R,0,1,0,0,7,-2
2-Seam Fastball,92.4,14,B,R,1,1,0,0,7,-2
Slider,92.3,5,X,L,0,0,1,0,7,-2
Cutter,85.4,14,S,L,0,1,1,0,7,-2
Cutter,90.6,14,S,L,0,2,1,0,7,-2
2-Seam Fastball,90.3,14,B,L,1,2,1,0,7,-2
Cutter,92.7,13,B,L,2,2,1,0,7,-2
2-Seam Fastball,91.2,12,B,L,3,2,1,0,7,-2
2-Seam Fastball,92.5,5,X,R,0,0,1,0,7,-2
2-Seam Fastball,92.3,8,S,R,0,1,1,0,7,-2
2-Seam Fastball,92.9,14,B,R,1,1,1,0,7,-2
Slider,92.8,9,B,R,2,1,1,0,7,-2
Slider,86,14,S,R,2,2,1,0,7,-2
Slider,87.5,14,B,R,3,2,1,0,7,-2
2-Seam Fastball,86.6,14,X,L,0,0,1,1,7,-2
Cutter,93.1,14,B,L,1,0,1,1,7,-2
Cutter,91.5,14,S,L,1,1,1,1,7,-2
2-Seam Fastball,91.1,3,X,L,0,0,0,0,1,0
2-Seam Fastball,92.1,13,B,L,1,0,0,0,1,0
Cutter,91.8,13,S,L,1,1,0,0,1,0
Slider,89.5,14,S,L,1,2,0,0,1,0
Cutter,87.5,13,B,L,2,2,0,0,1,0
2-Seam Fastball,90.2,6,X,L,0,0,1,0,1,0
2-Seam Fastball,90.9,11,B,L,1,0,1,0,1,0
Changeup,92.9,8,S,L,1,1,1,0,1,0
2-Seam Fastball,87,13,B,L,2,1,1,0,1,0
2-Seam Fastball,93.4,13,X,R,0,0,1,1,1,0
Slider,93.9,13,S,R,0,1,1,1,1,0
Cutter,86.9,14,B,R,1,1,1,1,1,0
Slider,91.6,5,S,R,1,2,1,1,1,0
Slider,86.2,12,X,L,0,0,1,2,1,0
2-Seam Fastball,85.2,13,B,L,1,0,1,2,1,0
Changeup,92.4,4,S,L,1,1,1,2,1,0
2-Seam Fastball,88,13,B,L,2,1,1,2,1,0
2-Seam Fastball,93.6,4,X,R,0,0,1,2,1,0
Slider,93.8,7,X,L,0,0,1,2,1,-1
Cutter,84.9,7,S,L,0,1,1,2,1,-1
2-Seam Fastball,90.9,3,X,L,0,0,0,0,2,0
2-Seam Fastball,90.7,11,B,L,1,0,0,0,2,0
Slider,91.6,8,S,L,1,1,0,0,2,0
Cutter,84.4,2,S,L,1,2,0,0,2,0
Slider,91.6,11,S,L,1,2,0,0,2,0
2-Seam Fastball,83.5,14,S,L,1,2,0,0,2,0
2-Seam Fastball,93.4,13,B,L,2,2,0,0,2,0
Cutter,92.7,8,X,L,0,0,1,0,2,0
2-Seam Fastball,90.9,3,X,R,0,0,1,1,2,0
Cutter,93.3,14,S,R,0,1,1,1,2,0
Cutter,89.6,12,B,R,1,1,1,1,2,0
2-Seam Fastball,91.9,14,B,R,2,1,1,1,2,0
Slider,92.4,5,S,R,2,2,1,1,2,0
Slider,86.3,14,B,R,3,2,1,1,2,0
2-Seam Fastball,84.6,8,S,R,3,2,1,1,2,0
2-Seam Fastball,92.8,5,X,L,0,0,1,2,2,0
Slider,93.4,4,S,L,0,1,1,2,2,0
Cutter,85.8,13,B,L,1,1,1,2,2,0
Changeup,91.2,5,X,L,0,0,0,0,3,0
Changeup,85.1,14,B,L,1,0,0,0,3,0
2-Seam Fastball,85.7,6,S,L,1,1,0,0,3,0
Cutter,91.6,12,S,L,1,2,0,0,3,0
Slider,92.3,12,X,R,0,0,0,1,3,0
2-Seam Fastball,87.5,9,S,R,0,1,0,1,3,0
Cutter,93.6,11,S,R,0,2,0,1,3,0
Slider,92.3,11,B,R,1,2,0,1,3,0
2-Seam Fastball,88.3,9,X,L,0,0,0,2,3,0
Cutter,94.3,13,B,L,1,0,0,2,3,0
Slider,92.3,4,S,L,1,1,0,2,3,0
Cutter,86.1,13,S,L,1,2,0,2,3,0
Slider,92.6,2,S,R,0,0,0,0,4,0
Cutter,85.4,8,S,R,0,1,0,0,4,0
2-Seam Fastball,92.1,14,B,R,1,1,0,0,4,0
Cutter,92.5,1,S,R,1,2,0,0,4,0
Slider,91.3,4,S,L,0,0,0,1,4,0
Changeup,84.5,8,S,L,0,1,0,1,4,0
Cutter,86.8,14,B,L,1,1,0,1,4,0
Cutter,90.9,7,S,L,1,2,0,1,4,0
Cutter,92.8,6,X,L,0,0,1,1,4,0
Cutter,91.8,8,X,L,0,0,1,2,4,0
2-Seam Fastball,92.2,14,B,L,1,0,1,2,4,0
4-Seam Fastball,93.4,13,B,L,2,0,1,2,4,0
2-Seam Fastball,92.8,13,B,L,3,0,1,2,4,0
Slider,93.7,8,S,L,3,1,1,2,4,0
Slider,86.8,7,S,L,3,2,1,2,4,0
Cutter,87.1,7,S,L,3,2,1,2,4,0
Slider,91.8,2,S,L,3,2,1,2,4,0
Slider,85.2,5,X,R,0,0,1,2,4,0
Cutter,87.2,9,X,L,0,0,1,2,4,-1
2-Seam Fastball,91.9,11,B,L,1,0,1,2,4,-1
2-Seam Fastball,92.9,11,B,L,2,0,1,2,4,-1
2-Seam Fastball,93.5,1,S,L,2,1,1,2,4,-1
Changeup,93.6,13,X,L,0,0,0,0,5,-1
Cutter,86.1,8,S,L,0,1,0,0,5,-1
Changeup,91.5,11,B,L,1,1,0,0,5,-1
Changeup,87.4,14,S,L,1,2,0,0,5,-1
Cutter,86,14,S,R,0,0,0,1,5,-1
Slider,92.2,12,S,R,0,1,0,1,5,-1
Slider,87.2,14,S,R,0,2,0,1,5,-1
2-Seam Fastball,87.8,8,X,L,0,0,0,2,5,-1
Changeup,93.2,7,S,L,0,1,0,2,5,-1
Cutter,89.1,5,S,L,0,2,0,2,5,-1
Slider,92.6,13,B,L,1,2,0,2,5,-1
2-Seam Fastball,87.5,13,B,L,2,2,0,2,5,-1
2-Seam Fastball,93.9,14,B,L,3,2,0,2,5,-1
Cutter,92,11,S,L,3,2,0,2,5,-1
2-Seam Fastball,91.4,13,B,R,0,0,1,2,5,-1
Slider,93.1,2,S,R,0,1,1,2,5,-1
Slider,86.7,9,S,R,0,2,1,2,5,-1
2-Seam Fastball,88.1,14,S,R,0,2,1,2,5,-1
2-Seam Fastball,91.9,11,S,L,0,0,0,0,6,0
Changeup,92.5,14,S,L,0,1,0,0,6,0
2-Seam Fastball,84.1,13,B,L,1,1,0,0,6,0
Cutter,93.3,13,B,L,2,1,0,0,6,0
2-Seam Fastball,92.2,4,S,L,2,2,0,0,6,0
2-Seam Fastball,93.5,4,X,L,0,0,1,0,6,0
2-Seam Fastball,93,13,S,L,0,1,1,0,6,0
2-Seam Fastball,92.7,14,B,L,1,1,1,0,6,0
Slider,93.9,4,S,L,1,2,1,0,6,0
Cutter,87.3,14,S,L,0,0,1,1,6,0
2-Seam Fastball,91.6,8,S,L,0,1,1,1,6,0
Cutter,93,4,S,L,0,2,1,1,6,0
Slider,92.4,3,S,L,0,2,1,1,6,0
Cutter,86.9,13,B,L,1,2,1,1,6,0
2-Seam Fastball,91.4,11,B,L,2,2,1,1,6,0
Slider,92.2,7,S,L,2,2,1,1,6,0
2-Seam Fastball,86.4,13,B,L,3,2,1,1,6,0
2-Seam Fastball,93.3,7,S,L,0,0,0,0,1,0
Slider,93.6,7,S,L,0,1,0,0,1,0
Slider,85.2,4,S,L,0,2,0,0,1,0
2-Seam Fastball,85,7,S,R,0,0,0,1,1,0
Slider,93.5,14,B,R,1,0,0,1,1,0
2-Seam Fastball,85.6,14,B,R,2,0,0,1,1,0
Cutter,91.9,5,S,R,2,1,0,1,1,0
2-Seam Fastball,90.9,6,X,L,0,0,0,2,1,0
2-Seam Fastball,93.4,13,B,L,1,0,0,2,1,0
Slider,93.5,14,B,L,2,0,0,2,1,0
2-Seam Fastball,83.4,5,S,L,2,1,0,2,1,0
2-Seam Fastball,93.3,7,X,R,0,0,0,0,2,0
